제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
메르세데스벤츠코리아(주),CLA 220 Coupe,2019-02-21,2019-03-03,2021-03-01,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 충돌로 인해 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
한국지엠(주),말리부,2012-01-05,2014-11-08,2021-03-05,엔진 타이밍 체인 텐셔너의 조립 불량으로 인해 체인의 과다한 장력에 의해 반대편 체인 가이드 고정 볼트가 풀리거나 파손되어 가이드가 파손될 경우 타이밍 체인이 이탈 또는 손상될 가능성이 있음.
스텔란티스코리아주식회사,니트로,2007-01-27,2008-05-29,2021-03-05,"운전석 에어백 커버 엠블럼을 고정시켜주는 너트 불량으로 엠블럼이 느슨해 질 수 있으며, 에어백 전개 시 느슨해진 앰블럼 또는 앰블럼을 고정해주는 너트가 튀어나와 운전자에게 상해를 줄 수 있습니다. (사전보고일: 2021년 1월 6일)"
스텔란티스코리아주식회사,그랜드보이저,2007-10-31,2010-08-18,2021-03-05,"운전석 에어백 커버 엠블럼을 고정시켜주는 너트 불량으로 엠블럼이 느슨해 질 수 있으며, 에어백 전개 시 느슨해진 앰블럼 또는 앰블럼을 고정해주는 너트가 튀어나와 운전자에게 상해를 줄 수 있습니다. (사전보고일: 2021년 1월 6일)"
비엠더블유코리아(주),BMW X7 xDrive 30d,2020-02-14,2020-03-17,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X7 M50d,2020-02-17,2020-02-17,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X6 xDrive40i,2020-10-15,2020-10-15,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X6 xDrive30d,2020-10-14,2020-10-20,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X6 xDrive30d,2020-02-17,2020-03-18,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X6 M50d,2020-02-18,2020-03-17,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X6 M Competition,2020-11-13,2020-11-13,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X5 xDrive45e iPerformance,2020-10-16,2020-11-24,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X5 xDrive40i,2020-02-19,2020-10-12,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X5 xDrive30d,2020-10-17,2020-10-19,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X5 xDrive30d,2020-02-17,2020-03-17,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
비엠더블유코리아(주),BMW X5 M50i,2020-10-15,2020-10-15,2021-03-05,"BMW 자체 품질조사결과 2020년 2월 10일부터 2020년 11월 30일까지 생산된 BMW 840i xDrive Gran Coupe, M4 Competition, 740Li xDrive, 730d xDrive, 745e iPerformance, 740i, X5 xDrive30d, X6 xDrive30d, X7 M50d, X7 xDrive 30d, M8 Gran Coupe Competition, X6 M50d, X5 xDrive40i, M8 Coupe Competition, 730Ld xDrive, 745Le iPerformance, 840d xDrive Gran Coupe, 740d xDrive, X6 xDrive40i, X7 xDrive40i, X5 xDrive45e iPerformance, X5 M50i, X6 M Competition, X7 xDrive40d, 840i xDrive Coupe 차량의 일부에서 브레이크 하이드롤릭 유닛(유압제어장치)*과 관련한 제작결함이 발견 되었습니다. 하이드롤릭 유닛을 생산하는 과정에서 하이드롤릿 유닛 내 브레이크 신호를 감지하는 전자 모터의 로터**와 샤프트***간 용접불량으로 로터가 샤프트에 정확하게 고정되지 않았을 수 있습니다. *하이드롤릭 유닛(유압제어장치): 운전자의 브레이크 페달 신호를 감지하여 페달양에 따라 제동력을 발생시키는 장치 **로터: 전기 모터에서 전선이 감겨 회전하는 부품 ***샤프트: 로터와 고정된 축"
